,DP_splits,DP_moms_splits,cdcl_splits,cdcl_moms_splits,cdcl_chron_splits,cdcl_chron_moms_splits,sudoku_given_clauses,DP_list_sat_clauses,DP_moms_list_sat_clauses,cdcl_list_sat_clauses,cdcl_moms_list_sat_clauses,cdcl_chron_list_sat_clauses,cdcl_chron_moms_list_sat_clauses
889,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
890,0,0,0,0,0,0,48,[10643],[10643],[10644],[10644],[10644],[10644]
891,0,0,0,0,0,0,53,[5068],[5068],[5068],[5068],[5068],[5068]
892,0,0,0,0,0,0,59,[8888],[8888],[8889],[8889],[8889],[8889]
893,0,0,0,0,0,0,54,[10643],[10643],[10644],[10644],[10644],[10644]
894,0,0,0,0,0,0,57,[5068],[5068],[5068],[5068],[5068],[5068]
895,0,0,0,0,0,0,58,[1056],[1056],[1056],[1056],[1056],[1056]
896,0,0,0,0,0,0,65,[10643],[10643],[10644],[10644],[10644],[10644]
897,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
898,0,0,0,0,0,0,61,[1056],[1056],[1056],[1056],[1056],[1056]
899,0,0,0,0,0,0,63,[3598],[3598],[3598],[3598],[3598],[3598]
900,0,0,0,0,0,0,62,[3096],[3096],[3096],[3096],[3096],[3096]
901,0,0,0,0,0,0,62,[3096],[3096],[3096],[3096],[3096],[3096]
902,0,0,0,0,0,0,57,[7200],[7200],[7200],[7200],[7200],[7200]
903,0,0,0,0,0,0,62,[10643],[10643],[10644],[10644],[10644],[10644]
904,0,0,0,0,0,0,58,[10643],[10643],[10644],[10644],[10644],[10644]
905,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
906,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
907,0,0,0,0,0,0,56,[1056],[1056],[1056],[1056],[1056],[1056]
908,0,0,0,0,0,0,52,[10643],[10643],[10644],[10644],[10644],[10644]
909,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
910,0,0,0,0,0,0,63,[3096],[3096],[3096],[3096],[3096],[3096]
911,0,0,0,0,0,0,54,[10643],[10643],[10644],[10644],[10644],[10644]
912,0,0,0,0,0,0,59,[2586],[2586],[2586],[2586],[2586],[2586]
913,0,0,0,0,0,0,65,[10643],[10643],[10644],[10644],[10644],[10644]
914,0,0,0,0,0,0,57,[2084],[2084],[2084],[2084],[2084],[2084]
915,0,0,0,0,0,0,61,[10643],[10643],[10644],[10644],[10644],[10644]
916,0,0,0,0,0,0,51,[1056],[1056],[1056],[1056],[1056],[1056]
917,0,0,0,0,0,0,55,[1056],[1056],[1056],[1056],[1056],[1056]
918,0,0,0,0,0,0,53,[10643],[10643],[10644],[10644],[10644],[10644]
919,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
920,0,0,0,0,0,0,53,[7746],[7746],[7746],[7746],[7746],[7746]
921,0,0,0,0,0,0,54,[2084],[2084],[2084],[2084],[2084],[2084]
922,0,0,0,0,0,0,58,[5068],[5068],[5068],[5068],[5068],[5068]
923,0,0,0,0,0,0,54,[2084],[2084],[2084],[2084],[2084],[2084]
